comment,is_toxic
"má đọc đốm an ủi kiểu t cười đau ruột , kiểu 1 lũ k não v",1
db bố mày tin,1
"đánh ngu toxic , dàn dựng ăn chia tiền kèo , r dính thêm cá độ",1
má đồ người ta bán xoi lấy xe người ta dược mong mấy cong an truy bắt tui . lấy xe trả bán xôi,0
ngọc thắng .. chở nửa . vê cánh ly dần,0
mai hà mày coi bình luận đầu tiên mày . mày mày . tao vs mày tao xin lỗi dùng từ ngữ . chó tao tao đàng hoàng,0
lol má mày thẻ đỏ,1
"đúng . fan tkg rách mất nhấn thức , đ tự",1
coi mạng cỏ rác .,1
đàn bà dễ mấy tay dinh thự nữ đội trưởng đội chống buôn lậu,1
"núi hảo hán , cướp quan tham chia dân nghèo . đầu thú tội chết .",1
bắc chặc tay,1
nãy giờ dắk ib chửi t,1
bợ đít cs ko bợ đít lủ chó chúng mày,1
chơi lấy 3 m 1 buổi share ?,0
đỗ xuyên . bình thuận kìa .,0
gà chịu,1
bóng già,1
bọn lừa mấy thằng ăn ko trời quả báo,1
báo sớm den voi tui mày,0
"fan cứng 200 mực , lối đồ nước mắt lá chắn mọi kèo mạnh , dù ủng hộ ta , cố mực",0
bức xúc . chẳng đăng nốc rượu ... mn chửi sống bẩn vs thó 1 2 cạch mặt xem đằng 7.8 ăn chắc nhân cách r .,1
lol má mày thằng chó qatar cút quê hương m chăn bò . . nhìn bắt lỗi mặt đúng đểu qatar fuck you al adba,1
hahha cay v chưởi trang cá nhân r dell nhục,0
bọn bắt dc chặt tay,1
ac nhơn,1
thần kinh năng moi .,1
"giống m dù ngu tiếng việt lợn hả , dạy m ngu đừng ra vẻ , tên idol viết k nên thân , m cay lắm viết sai hết , trả điện thoại mẹ tập viết",1
trời . tội nghiệp,0
trọng tài chó,1
bố thằng cầm nick ảo rep đcu mày,1
nguyễn nam chửi tụi ôn súc vật hiểu tiếng đâu,1
chó cảnh báo mê trai khg để ý .,1
2 thằng bẩn tính th q out trình th mực r ngu câm,1
đág yêu thật sự,0
hoàng hiệp kh đc sóc e,0
quê vùng sâu vùng xa tv xem vtv dân tin yêu đãng lắm !,0
đị mẹ mày,1
nick fake nick,0
nhường chị đấy,0
loạn cực,1
con mẹ m,1
mẹ tao lạy,1
you look like sh t,1
"gầm giường người ta , ad nói chuyện ngu vđ",1
abe ngầu lòi,0
ok haha k dám dùng acc dùng acc clone sủa hả traiii . đủ chất chó rác 5 củ,1
mong công dân việt nam bên nhật học tập lao động giữ sức khỏe tốt . đồng thời chúc nhật nhanh chóng vượt đại nạn,0
nhật kia tuổi hành động ấu trĩ,1
rank tự hào mực rank ct hahahah,0
a chip già,0
ngọc bíu ty phun lắm đâyyy,0
đm,1
nhục chó,1
m mù ak,1
lũ khốn nạn chúng mày trả giá,1
ngáp chừa mày tin cs nhe,1
bay nick haha,0
toan le ngài đcmm ah,1
thật rank dct k v đánh rank bk trông áp lực,0
đéo even nho nhỏ giải nghiệp abe,1
công an vào cuộc sớm bắt đc giờ chạy thoát ? bắt ca bọn,0
kiện,0
top ng ta ủng hộ vụ việc thg kicm nhạc dell chổ,1
quang huy nghe j giáo viên tiểu học,0
sr lol mẹ mày,1
cố chấp phá bóng đá vn,0
trọng tài đầu b,1
hẳn tù câu,0
"mày chửi lq xong thằng âm binh 11 lừa trăm triệu , nhục mặt , gậy mày đập mặt mày , đáng đời , chửi người ta làm sao mày gánh hết .",1
giải trí điên,0
chỗ xe tiền hút xăng nuôi bố mẹ,0
"yêu , cưới ah",0
đại cao thủ bú win đúng hết thời đầu buồi,1
đồng ý bảo bộ đội chính quyền,0
"khởi nghiệp bán giày authentic , nhu cầu mang giày real chơi tết ib nha duh thrift store",0
"đáng , thua đáng",0
lo ăn lo cướp tối đa lãnh đạo,1
"đĩ mẹ nhung , lựa",1
info áo .,0
đập tai nghe đập cù chỏ rồiiii,0
dờ .... đéo đờ nghe thằng hl 3,1
cmm mù,1
đụ người ta bỏ tung hô victim blaming ước đầu mấy fan rách sáng đít,1
đm dlv bơi hết,1
tội chồng,0
quan vn chúng nó tham vl ... địt con mẹ lũ quan tham,1
vr tung hàng loạt tật xấu thg rách khiếp h khinh thường lắm,1
kêu thằng rẻ jack idol m chịu trách nhiệm k bao xong t chịu trách nhiệm,1
trình m đâu ?,0
gái mẹ n,1
h content z ha mn . kiểu xem khá ức chế chiêu hụt chửi thề hò hét vcl,0
má coi y chang nhìn chửi . lol,1
giữ xe thu tiền mày nghe,0
duck liên mồm,0
dm ... đâu câu dốt .... vn .... công an ... .,1
bắt xong xl tao đập chetme mày quáaa,1
phò 1 nghề chân chính đấy đm thằng ad,1
"chửi xong bày đặt trả vờ đăng stt nghĩ content tiếp người ta diễn tạo content . cư xử 1 chó ngu , toàn xưng bố mày , người ta anh em , trông chẳng tôn trọng . nhân cách thối",1
sorry cak,1
tởm l dmm,1
đm cú vl,1
dẹo dẹo cố,1
ngu lol cay quài dị kkkk . nhục lol,1
nguyễn chả bù chỗ hành xe máy đắt ô tô,0
lỗi lok,1
mày vô sủa cc tml,1
"đù dại ghê , bọn đấy phường xiên 1 , được tiếng , khám mấy anh chị thương , xiên hết mọi thằng phường sum",1
mã cụ mày,1
"2 xe 4 thằng , trộm cướp giống ...",1
mời hai ca sỹ tuấn phong anh chị,0
trai tớn,0
xứ sở chộm cướp,0
tay nhanh lẹ thiệt,0
dân hà tĩnh công nhận lắm đệ tử ducangter thật,0
"lời thật lòng gửi thương nể lao động chân chính . loại hình kinh doanh , mặt hàng . làm việc nghiêm túc tự nhiên bực dọc công việc tiếp tục thận lợi .",0
khoe đú trend nhớ nhung dở má,0
sự thật vụ chối bỏ lll,0
lũ rẻ jack cấp 1 đâu chả giống,1
"live sợ nhục , đường nhta trỏ trỏ khóc",1
hữu khánh khung xe trưng,0
vé máy bay giảm mn du lịch châu âu,0
"tập trung đánh trụ win r , ngựa ngựa quay combo lb",0
ủng hộ công ty ủng hộ jack,0
chó biểu hiện lạ .. phát hiện,0
cay thằng đầu tôm,1
tưởng a nghỉ,0
chấn bé đù,1
quỳnh trang đọc máu t sôi sục sục,0
tiền xài dc zay ...,0
tính tiền thầy v,0
xã hội bồng bềnh .,1
sorry ? cmm,1
bắc kì bắc kỳ bắc kỳ lêu lêu,1
cực kì khuyết tật,1
đm thằng trọng tài,1
admin ban bỏ thằng câu like chúc giúp . dị ứng bọn vl,1
đường nhớ cằm não,1
nghỉ livestream 3 nhìn,0
sory me may,1
v giải thích ló đằng kia,0
xin lỗi địt thằng cụ mài,1
roi thang be song k e toi vay,0
mọi thua ngoo chịu đánh 3 q đất,1
nhạc m . n nghe,0
thằng k b tkg tkg fan rách !,1
"mấy thằng ,",1
"nầy nói chuyện ko văn hóa , ko xấu hổ",1
bắt đc đập chết me chung no di,1
não chó câm,1
"may h o an tro . cap . ranh c . di ngoi le . nhieu chuyen . cai thu , tam than",1
ủng hộ trouie đầu cuôia,0
ngu lol vả dél biet nhục . kkkkk cay thoi cay fb chửi . đúng trẻ rranh,1
keu linh cá lóc vn c hiếu đập vô mặt,1
bọn linh cảu đầy đường,1
thối nát lắm r,1
5 nghin cai dau buoi toan mom,1
bú win,1
"tội nghiệp bán xôi , đm thứ trâu bò bền đâu quả báo",1
xấu vlol,1
má đọc tn máu chó tr,1
việt ăn bưởi k,0
mê viết liên quan vô cmt ghét chặn ai mượn xem,0
"vãi lôn , kèo rank bk lỏ up shao",1
đu sang cali thằng roi phản động,1
tạm giam mà còn fb ns phét đc nể pháp luận thật,1
bắc kỳ vn chửi sách k bỏ qua,1
"phú yêu , lấy",0
haaaaaaaaaaaaaaaaa .,0
não chó,1
dàn cảnh . ăn chia lộng hành ...,0
may thang nay roi cung phai tra gia dat thoi,0
thằng trẩu bảo đầu mãi đéo,1
phong nguyen zị he,0
"hiệp đinh m hiến máu giúp , nhưg hiến nhiễm hả thằng bàn phím , đầu to óc củ cứt",1
"xe xử phạt , méo thèm quan tâm . đám dân đen dám ý kiến",0
"ae bình tĩnh , acc fake",0
ok haha bố 1989 đấy conn zai . bọn nhân cách chửi,1
fuck mẹ m,1
feed tụt lz xàm cứt,1
khóc lũ xủ đồng bon ngồi kia phán xét sinh mang,1
máy bọn chặt tay lun àk,1
trần dần nay già . bác cố gắng giữ gìn sức khỏe vượt mua dịch,0
nguyễn quang minh óc ch . o,1
xin lỗi việt nam ? muộn,0
thằng ad não delay 3,1
viruss chửi thẳng mặt jack lun căng phết đấy link,0
"éc , ko tiêm hockmon nữ tính .",0
bọn cặn bả xã hội,1
công bằng chỗ ?,0
máu lz đitba thằng thận,1
sorry loll,1
"ít lên tiếng cl , chả lôi công ty , bản chất rẻ rách",1
chống tham nhũng viêtnam kiểu mèo ăn miếng mỡ bắt cọp ăn hươu đeoa bắt đc,1
mấy bịt khẩu trang tốt đề phòng,0
best cà khịa,0
tui ủng cổ vũ hlv trường vs đội vn,0
chơi 2 game thua 2 . duo vs th 1 8 game 1 7 . jg âm 1 mạng 2 game trình k ảnh cay,1
"live , xem thử",0
phạt bg xin lỗi,0
xã hội h thể loại thượng đẳng đánh hội đồng kẻ yếu,1
đcmm chết,1
xàm lồn,1
ảnh cay,0
đm bọn trung quốc chó,1
quốc thắng bảo top lúc nào yếu,0
tao cười ia ve may troussier a xl,1
"miệng thối rẻ rách , câm thằng ngu",1
"thật sự drama th đơ đơ , trông đánh mấy th vàng rách live . cách nói chuyện th thiểu năng , đ ngửi nổi",1
cố lênn tâm sự single mom haha,0
xin địt mày,1
đúng tàn ác loại trùng . k tả nổi . mong quang luật trộm cấp xe chung thân,1
láo,1
cắt cặc m tụi t thể suy nghĩ,1
xem ma tuc oi mau . co 2 hop xoi no no long nao no an giut . no an 2 goi xoi no trao mau,1
jack nuôi cmay đồng cmay bảo phảu bồi thường idol chúng m haha,1
tụi sợ tụi thù dai . tụi lũ sức sinh .,1
cút,1
đừng mơ đóng thêm tiền giữ xe,0
dlv sủa hộ ?,1
đcm sound effect đỉnh vc,0
tụng kinh đag đọc ráp trời,0
diện trần thằng trẩu,1
yeu ko dụ nha . liếm lôn nha a,1
"3 thanh niên sức dài vai rộng , k ăn trộm xe gái",1
giống giọng mèo xi măng,0
dm lũ quan tham bán nước .,1
mày chi dị mày xin lỗi mày xin lỗi tỉ số gỡ đc ko,1
đồng bọn phối hợp !,0
khổ gái bán xôi,0
sa thải hlv,1
nay dien nang,1
"phương dung nguyễn chị chơi , đ chị",1
"chị tươi , a tứn phối giống chị tự nuôi 1 chị",0
bọn bắt bắn chết,1
bekia dùng kungphu muray v mắt tài đâu,0
dàn cảnh nhuần nhuyễn .,0
sory đm mày,1
lê đức minh giờ thành công ?,0
thơ tỷ,0
ns thật đừng buồn ngu vãi lzz,1
hết thời,1
"tự nhiên bỏ công ty vẻ tội nghiệp đàn anh bên faptv cứu xong giờ xem coi ko , bỏ vợ bỏ , khinh thường đàn anh , làm màu sân khấu show khán giả chê , dính bản quyền gần ido xem thêm",0
biến khỏi việt nam đồ hlv đầu bò trả hiểu bóng đá việt nam,1
thầy lồn,1
nhét kia quan tài giùm tao . clm,1
thằng bạc rách bú chụp z,1
kai dit lon mẹ mày trọng tài lôn,1
chính thức thành kẻ thù đội trời chung đám dâm lợn viên . hihi,1
"chúng nó giỏi lấy nhà giàu , lừa nghèo",0
why lồn mẹ mày,1
độ bad trip,0
spam kinh mạnh j lôi bố mẹ hả ruồi mạnh phát sáng,1
"chó cắn áo rách , khổ thật",1
viet nam !,0
đánh ngu,1
cường học annd hiểu . dm đám côn đồ tụi mày tay sai lũ lảnh đạo bán nước,1
kda toàn âm úp khoe tự tin vl,0
hoàng học hành má r cày view nha,0
xa la công tử share page,0
xong,0
nhìn giống gờ đờ gon,0
cởi cởi mẹ mặc mẹ,1
"giết đền mạng , bố tù chung thân , tk lớp 6 cải tạo 18 cx tù chung thân nốt",1
trần văn tuấn . dòng họ thằng ngành ...,1
phút bóc đồng bằng đời bóc cức,1
sorry kẹc,1
xl tay ko bắt,0
gà oai vcc,1
đầu buồi !,1
bitch s cunt,1
mày cút đi thằng chó,1
"đạo đức con người xuống cấp trầm trọng lắm , xã hội buồn .",1
yêu vs đương,0
why củ loz m ?,1
xã hội cong vòng,1
tiệp nghĩ tiệp hạng thượng đẳng,1
"bắc , trung , tây 1",0
lối đá xà lơ kiểm soát . kiểm dc lồng mẹ,1
trư bát giới ngọc trinh dáng ngon mặt t thề nhìn tắt nứng,1
đù mé,1
tú said lol j abe,1
mong chúa hãy đưa gia đình chết hết,1
,0
"thằng chó , nghĩ mẹ mày",1
câm mồm,1
thăng đit lao lam quan thê . va,1
"gọi phòng csgt độ phá hủy tài sản dân , dân đóng tiền bãi xe dân mưa nắng .",1
vợ jack5tr bến tre,0
lỗi nhục nhã gia đình,1
chửi thằng nguyễn sin chị thằng ác lắm . hình như mũi chị hiếu hơi lệch .,1
giống mấy thằng fan ntn . chê thằng ntn video thiếu ý thức xong nhảy bảo ngta clm,1
thành phố an toàn lắm,0
"chuyển giới xưa nhìn nghĩ chuyển giới , xuất sắc 3",0
bài học sau này .... thận trọng ko thừa .,0
khó chịu vl,1
chơi ngu cay ko thực lực ko buồn,1
thailand mua nhiêu dị ?,0
bùn lắm lun,0
jack rẻ rách bỏ vợ bỏ von uisss jack ăn cứt đá bô,1
đánh ngu bm,1
2 lỗ mũi to zậy ngột ngạt,1
xin l . ồ . n mẹ mày,1
"đúng lũ trẻ trâu nam kỳ , chả thể thống",1
bắt 3 thằng nhen mấy c . a,0
pháp mẹ,1
"a , bắt kỉu zì ...",0
bán chúng nó ko tha,0
đầu tìm mãi chả,0
loại mặt lồn mãi mãi kí sỉ lâu tk db,1
cực kì thuyết phục abe,0
mẹ kia qq ghê v ? dẹo gớm,1
"óc thằng ad dc cấu tạo cức loại động vật .... ngta chửi ngu cức ... ,",1
xem bình luận phía chửi đầy hiểu . xem cách solo thua hành nhục toxic la hét óc chó kkkkk,1
nát hết,1
"mồ tổ cha mày . đăng lược bỏ chi tiết cty hổ trợ 1 thùng number one , bình đựng nước đá . ... tham thêm 1 chút đòi 10 thùng number one . đừg ngu tỏ nguy hiểm nha ad",1
"kẻ giỏi phá , ăn chơi , mất dạy , lưu manh , bằng cấp lảnh đạo việt nam !",1
cờ giáo hội .... tượng trưng hòa bình vs công lý . ko biết sao,0
chừa mê trai,1
vu quynh huong vãi lol,1
ngu,1
"chị đúng . trời mưa tắc đường . ô tô lâu thoát , xe máy tí lách đc",0
dcmm . khốn nạn . chó cắn áo rách,1
đấm trộng tài tay,1
k thoát . camera đầy đường . nghiệp vụ túm đầu hết,0
"hoàng văn tài trợ thưởng ko mất thuế , sợ ko tay mấy e đc ko nè",0
gay to vl,1
mực óc c đk ae,1
chừa tội nhây,0
con gái con trai chửi hả . t tưởng đánh con gái,0
cầu trung văn mễ trì,0
top 1 mn êyy xem giải mn êyy,0
aatrox gàaa,1
thầy kiếm thầy nè,0
làm sao đâu,0
"chúng mày con hoang , bọn tao nhà nước , mày hiểu",1
biến mẹ mày thằng lol . fuck,1
nay tamthan nangkhung batron,1
"đ t con mẹ . ăn cơm nghe đoạn bôi c mũi , c mèo đức phan",1
thật .. pháp luật thật mạnh tay kẻ . thái lan trộm xe tù chung thân ...,1
hiền,0
"bọn bắt đc chătj cmn hai tay , ko sử lội j",1
sống mấy chục conttent bẩn người ta ẩu đìa mấy đồng bạc lẻ đáng ?,1
trầm cảm fan đóm bóng đèn đít trêu ban !,1
xin lỗi việt nam thắng đc ko,0
woh wh chia buồn gia đình súc vật nhạc giật giật rác 5 củ bỏ,1
chửi l linh cá lon,1
co kg chi,0
tao chịu status ad tụi dlv nghe nhột ko tụi bây kaka,1
toan đựng bọn ngu phá hại làm quan dân nuôn đời vất vả ko nhôt bơt bọn ngu lai,1
xin vĩnh biệt,0
"chúng tao mày xin lỗi , . mày trọng tài hội bóng khuyết tật khiếm thị mù",1
địt cụ trọng tài,1
pham yen nhi,0
3 thằng chó,1
bán mấy sắm dc xe . đm bọn trộm cắp,1
"cay lỏ dái , jack ngu",1
bom đâu nhở cà khịa,0
"tự mòm liên hệ liên hệ đâu tự hào , mà còn liên hệ ntn",0
cút nước,1
"bớt nổ , xạo l , đừng phá nửa",1
yên chii dcm câu xinh đất r,0
"muộn xin lỗi ok , thứ cần câu xin lỗi",0
"mtp mượn tác phẩm gd , sky ke",1
fan cứng êy,0
tính liên minh mấy khứa vui phết,0
xin cc,1
cháu . sủa đel sủa dai . chú del rảnh . mắc ngủ vs mẹ cháu ròii . cút dc cháu,1
khổ thân cmt ko like top,0
"ngta việt đường nẻo , minh chứng câu",0
giống lệ rơi việt nam kkk,0
"t thích quyền ghét mực mực , coi xong clip tội mực ghét thang quyền bẩn tính vcl",1
đòi công bằng cách bỏ chu cấp 5 tr,1
xin buồi mày bắt cặc,1
liên quan ? quan trọng tang vật tài sản ngta,0
thg giả đấy mn,0
ngu lú lũ vô gông,1
thằng già kia đứng cười,1
tài sản dân,0
"6 k 1000 follow facebook , mua ib nha cân gdtg , mọi",0
"đội hình tuyệt vời . 1 nguyễn philip , 2 h t tài , 3 mạnh , 4 việt , 5 tiến dũng , 6 văn , 7 hùng dũng , 8 hoàng đức , 9 quang hải , 10 công phượng , 11 nhâm mạnh dũng .",0
phê ae,0
"xin cặc , cút mẹ mày",1
ong noi nay khung khung ngao da ma,1
tối nay tầng 7 gaming house,0
nay live kênh hả a3,0
chị,0
trần long hahahaha,0
khẩu nghiệp . con cháu nghe xấu hổ chết .,1
"chó phản ứng hiểu , đề phòng",0
dlv dlv dlv 1 ổ kinh tởm thối tha hèn hạ dm khóa cmt k zô chửi cm r,1
nghĩ lol trọng tài,1
cày thuê rank bk cc j kda lz z ba,1
lỗi ccc,1
đánh 3 acc up kc acc rank gặp kẹt rank ghê,0
ngu 1 dog,1
ranh con vắt mũi,1
lắp não . não thành hóa thạch,1
má tao 4 thg t chửi thối mẹ m đầu,1
bỏ chịu,1
"cai lol me tui may nhìn , tui mày nhin ki ba dc nv , dc , cđm tui mày",1
chị em,0
rên rên nghe kinh vl,0
trần thị ngọc ngược lại mặt lòn . bệnh hiến .,1
